id,artist,title,type,year,acquisitionYear,width,height,units,area
52102,"Turner, Joseph Mallord William","Nantes: Promenade on the Cours St-Pierre, near the Château",Watercolour,1826,1856,131,182,mm,238.42
15152,"Turner, Joseph Mallord William",Weathercote Cave,Line engraving,1822,1986,193,269,mm,519.17
52674,"Turner, Joseph Mallord William",Storm at Sea,Watercolour,1820,1856,205,301,mm,617.0500000000001
63620,"Turner, Joseph Mallord William",Tivoli: The Temple of the Sibyl,Watercolour,1795,1856,230,296,mm,680.8000000000001
22936,"Girtin, Thomas",Rhyddlan Castle and Bridge,Watercolour,1799,1997,202,333,mm,672.66
19273,"Piper, John",Nude,Watercolour,1942,1990,275,380,mm,1045
97218,"Mapplethorpe, Robert",Andy Warhol,Photograph,1983,2008,476,377,mm,1794.5200000000002
45077,"Turner, Joseph Mallord William",Seascape,Watercolour,1822,1856,257,178,mm,457.46
63214,"Turner, Joseph Mallord William","An Alpine Pass, with a Rainbow",Watercolour,1842,1856,221,288,mm,636.48
63121,"Turner, Joseph Mallord William",A Beginning,Watercolour,1830,1856,246,343,mm,843.78
36431,"Turner, Joseph Mallord William","An Upland Valley, with a Woman Driving Geese",Watercolour,1816,1856,285,460,mm,1311
15233,"Turner, Joseph Mallord William","Trematon Castle, Cornwall",Line engraving,1830,1986,168,236,mm,396.48
101130,"Zaatari, Akram","Ahmad el Abed’s sister. Madani’s parents’ home, the studio, Saida, Lebanon, 1948-53. Hashem el Madani",Photograph,2007,2008,190,290,mm,551
52675,"Turner, Joseph Mallord William",Twilight over the Waters,Watercolour,1820,1856,251,381,mm,956.3100000000001
60650,"Turner, Joseph Mallord William","Geneva, the Jura Mountains and Isle Rousseau, Sunset",Watercolour,1841,1856,228,293,mm,668.0400000000001
52748,"Turner, Joseph Mallord William",Study for ‘Rokeby’,Watercolour,1822,1856,176,248,mm,436.4800000000001
15312,"Turner, Joseph Mallord William",Martigny,Line engraving,1830,1986,254,144,mm,365.76
19209,"Turner, Joseph Mallord William","Zurich, engraved by T.A. Prior",Line engraving,1854,1990,298,487,mm,1451.2600000000002
101147,"Zaatari, Akram","Twins. Studio Shehrazade, Saida, Lebanon, 1950s. Hashem el Madani",Photograph,2007,2008,191,289,mm,551.99
42611,"Turner, Joseph Mallord William",Venice: Looking East towards San Pietro di Castello - Early Morning,Watercolour,1819,1856,223,287,mm,640.01
63008,"Turner, Joseph Mallord William","Lake, with Mountains",Watercolour,1830,1856,220,271,mm,596.2
108750,"Arnatt, Keith",Miss Grace’s Lane,Photograph,1986,2010,254,202,mm,513.0799999999999
52475,"Turner, Joseph Mallord William",Florence from San Miniato: Preparatory Study,Watercolour,1827,1856,328,486,mm,1594.08
95044,"Wilson, Richard",Over Easy,Photograph,1998,2007,592,420,mm,2486.4
18814,"Stanfield, Clarkson Frederick","Ramsgate, engraved by J.C. Bentley",Line engraving,1836,1989,99,142,mm,140.57999999999998
50003,"Turner, Joseph Mallord William",Evening: A Boat on a River with a Distant Tower,Watercolour,1827,1856,139,193,mm,268.27000000000004
97267,"Mapplethorpe, Robert",John McKendry,Photograph,1975,2009,341,341,mm,1162.8100000000002
95046,"Wilson, Richard",Slice of Reality,Photograph,2000,2007,420,594,mm,2494.7999999999997
52085,"Turner, Joseph Mallord William","La Pierre Bécherelle, near Epire",Watercolour,1826,1856,141,195,mm,274.95
120510,"Hirata, Minoru","Collective Kumo’s Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970",Photograph,1970,2012,335,222,mm,743.6999999999999
13777,"Steer, Philip Wilson",Yorkshire Moorland,Watercolour,1906,1923,254,375,mm,952.5
85257,"Tillmans, Wolfgang",I don’t want to get over you,Photograph,2000,2007,900,700,mm,6300
553,"Ardizzone, Edward",The Bedroom,Watercolour,1931,1940,171,229,mm,391.59000000000003
107354,"Wojnarowicz, David",Untitled (Spirituality),Photograph,1988,2010,200,250,mm,500
45097,"Turner, Joseph Mallord William",Study of Clouds,Watercolour,1822,1856,257,178,mm,457.46
63136,"Turner, Joseph Mallord William",Red Jetty with Yellow and Blue Sky,Watercolour,1840,1856,255,393,mm,1002.15
12350,"Reinagle, Ramsay Richard","Loughrigg Mountain and River Brathy, near Ambleside - Sun-Set",Watercolour,1808,1974,511,711,mm,3633.21
7237,"Jones, David",The Chapel in the Park,Watercolour,1932,1940,622,502,mm,3122.4400000000005
1050,"Blake, William","Satan Going Forth from the Presence of the Lord, and Job’s Charity",Line engraving,1825,1919,198,152,mm,300.96
44385,"Turner, Joseph Mallord William",Lecture Diagram 15: The Terminology of Perspective of Dr Brook Taylor,Watercolour,1810,1856,677,1015,mm,6871.55
16652,"Turner, Joseph Mallord William","St Catherine’s Hill, near Guildford, Surrey",Line engraving,1832,1988,160,242,mm,387.2
52467,"Turner, Joseph Mallord William",?Rye or the Coast near Dunstanbrough Castle,Watercolour,1825,1856,308,488,mm,1503.04
62504,"Turner, Joseph Mallord William",Folkestone,Watercolour,1845,1856,230,328,mm,754.4
108927,"Arnatt, Keith",Gardeners,Photograph,1978,2010,404,304,mm,1228.1599999999999
85261,"Tillmans, Wolfgang",New Family,Photograph,2001,2007,510,610,mm,3111
60654,"Turner, Joseph Mallord William",Chillon,Watercolour,1841,1856,229,293,mm,670.97
22646,"Cristall, Joshua",Near Paddington Fields. Verso: Unfinished Sketch,Watercolour,1817,1997,125,213,mm,266.25
62349,"Turner, Joseph Mallord William","Hills, River and Boats",Watercolour,1844,1856,229,326,mm,746.54
124986,"Baltz, Lewis",Dana Point #1,Photograph,1970,2013,150,225,mm,337.5
108747,"Arnatt, Keith",Miss Grace’s Lane,Photograph,1986,2010,254,202,mm,513.0799999999999
54886,"Turner, Joseph Mallord William","Vignette Study of Beach, Headland and Solitary Figure; ?Study for ‘O’Connor’s Child’ for Campbell’s ‘Poetical Works’",Watercolour,1835,1856,181,228,mm,412.68000000000006
47569,"Turner, Joseph Mallord William",Castle on Rock,Watercolour,1826,1856,168,241,mm,404.88000000000005
26858,"Tuymans, Luc",Untitled,Watercolour,1986,1999,215,118,mm,253.70000000000002
45084,"Turner, Joseph Mallord William","Castle on Sea Coast, possibly at Walmer",Watercolour,1822,1856,257,178,mm,457.46
26064,"Sherman, Cindy",Untitled Film Still #27,Photograph,1979,1998,975,683,mm,6659.25
62580,"Turner, Joseph Mallord William",?The Normandy Coast,Watercolour,1845,1856,232,332,mm,770.24
1048,"Blake, William",Job’s Sons and Daughters Overwhelmed by Satan,Line engraving,1825,1919,197,153,mm,301.41
35487,"Turner, Joseph Mallord William",A Storm at Sea: Study after ‘The Bridgewater Sea Piece’,Watercolour,1807,1856,231,328,mm,757.68
46092,"Turner, Joseph Mallord William",The Upperton Monument,Watercolour,1825,1856,113,187,mm,211.31
14323,"Tilson, Joe",Delphic Oracle,Photograph,1980,1980,737,641,mm,4724.17
63105,"Turner, Joseph Mallord William","A Steamer off a Pier, ?Margate",Watercolour,1843,1856,242,301,mm,728.42
62136,"Turner, Joseph Mallord William",The Rainbow,Watercolour,1844,1856,228,325,mm,741
15539,"Turner, Joseph Mallord William","Vincennes, engraved by William Miller",Line engraving,1835,1987,77,80,mm,61.6
56194,"Turner, Joseph Mallord William","?A Curtained Bed, with Figures",Watercolour,1834,1856,79,101,mm,79.79
52633,"Turner, Joseph Mallord William",The Rainbow,Watercolour,1820,1856,306,488,mm,1493.28
1609,"Brown, Ford Madox",The Coat of Many Colours,Watercolour,1867,1931,305,305,mm,930.25
56129,"Turner, Joseph Mallord William","A Dark Interior or Curtained Bed, ?with a Standing Figure",Watercolour,1834,1856,77,101,mm,77.77
108876,"Arnatt, Keith",Walking the Dog,Photograph,1976,2010,390,305,mm,1189.5
2824,"Cotman, John Sell",Harlech Castle,Watercolour,1800,1967,267,429,mm,1145.4299999999998
52065,"Turner, Joseph Mallord William",Montjean-sur-Loire,Watercolour,1830,1856,141,197,mm,277.77
108863,"Arnatt, Keith",A.O.N.B. (Area of Outstanding Natural Beauty),Photograph,1982,2010,217,281,mm,609.77
15300,"Turner, Joseph Mallord William",The Lake of Geneva,Line engraving,1830,1986,241,138,mm,332.58000000000004
47577,"Turner, Joseph Mallord William",Orléans from the South Side of the River,Watercolour,1826,1856,135,188,mm,253.8
63052,"Turner, Joseph Mallord William",Mont-Blanc and Le Chetif looking over Pre-Saint Didier in the Val d’Aosta,Watercolour,1836,1856,255,279,mm,711.4499999999999
71556,"Cooper, Thomas Joshua","South-most Arrival - The English Channel | At the hour of the Total Solar Eclipse, but on the Day Before | Bumble Rock, Lizard Point, Cornwall, Great Britain | The South-most point of mainland Great Britain",Photograph,1999,2002,716,1000,mm,7159.999999999999
17391,"Reinagle, Ramsay Richard",A Ruined Castle,Watercolour,1806,1989,632,522,mm,3299.0400000000004
8972,"Long, Richard",Turf Sculpture,Photograph,1967,1976,229,229,mm,524.41
16709,"Turner, Joseph Mallord William",Berwick-upon-Tweed,Line engraving,1834,1988,83,144,mm,119.52000000000001
108942,"Arnatt, Keith",Gardeners,Photograph,1978,2010,404,304,mm,1228.1599999999999
46051,"Turner, Joseph Mallord William",Thames at Richmond,Watercolour,1825,1856,114,188,mm,214.32000000000002
5133,"Gethin, Percy Francis",View from Château Chinon,Watercolour,1911,1926,219,279,mm,611.0099999999999
63617,"Turner, Joseph Mallord William",A View on Lake Maggiore,Watercolour,1798,1856,293,460,mm,1347.8
108918,"Arnatt, Keith",Gardeners,Photograph,1978,2010,404,304,mm,1228.1599999999999
46181,"Turner, Joseph Mallord William","Figures, Sheds, Etc., on River Bank",Watercolour,1825,1856,113,187,mm,211.31
108872,"Arnatt, Keith",Walking the Dog,Photograph,1976,2010,390,305,mm,1189.5
15225,"Turner, Joseph Mallord William","Cowes, Isle of Wight",Line engraving,1830,1986,165,238,mm,392.7
15367,"Turner, Joseph Mallord William",Havre,Line engraving,1834,1986,98,139,mm,136.22000000000003
18772,"Stanfield, Clarkson Frederick","St Malo, engraved by J.C. Armytage",Line engraving,1836,1989,92,142,mm,130.64
97238,"Mapplethorpe, Robert",Tattoo Artist’s Son,Photograph,1984,2009,477,376,mm,1793.5200000000002
91,"Opie, Julian",Cowbells Tractor Silence,Photograph,2000,NA,750,1120,mm,8400
52497,"Turner, Joseph Mallord William","Town, from River",Watercolour,1820,1856,332,487,mm,1616.8400000000001
59370,"Turner, Joseph Mallord William",The Approach to Venice,Watercolour,1840,1856,230,323,mm,742.9
63336,"Turner, Joseph Mallord William","Lake Lucerne, from Brunnen: Sample Study",Watercolour,1844,1856,246,308,mm,757.6800000000001
15444,"Turner, Joseph Mallord William",The Soldier’s Dream,Line engraving,1837,1986,88,59,mm,51.92000000000001
44532,"Turner, Joseph Mallord William","Landscape, with Distant Mountains",Watercolour,1820,1856,220,270,mm,594
1942,"Callow, William",The Grand Canal Venice,Watercolour,1880,1909,222,298,mm,661.56
93183,"Woodman, Francesca",Untitled,Photograph,1975,2009,140,140,mm,196
874,"Beerbohm, Sir Max",A Quiet Morning in the Tate Gallery,Watercolour,1907,1926,368,318,mm,1170.24
121311,"Schulz-Dornburg, Ursula","From Medina to Jordan Border, Saudi Arabia",Photograph,2003,2012,258,316,mm,815.2800000000001
56134,"Turner, Joseph Mallord William","?A Dark Interior or Curtained Bed, with a Figure or Figures",Watercolour,1834,1856,77,101,mm,77.77
63407,"Turner, Joseph Mallord William","Scene on the Loire, near the Château de Clermont",Watercolour,1829,1856,579,861,mm,4985.19
51996,"Turner, Joseph Mallord William",Angers: Looking South Down the Maine,Watercolour,1826,1856,130,183,mm,237.9
16694,"Turner, Joseph Mallord William",A Tempest - Voyage of Columbus,Line engraving,1834,1988,88,78,mm,68.64
101137,"Zaatari, Akram","Tarho and El Masri. Studio Shehrazade, Saida, Lebanon, 1958. Hashem el Madani",Photograph,2007,2008,190,289,mm,549.1
55172,"Turner, Joseph Mallord William",Fire at the Grand Storehouse of the Tower of London,Watercolour,1841,1856,235,325,mm,763.75
2259,"Clarke Hall, Lady Edna",Girl Leaning on a Gate,Watercolour,1915,1927,311,241,mm,749.5100000000001
55169,"Turner, Joseph Mallord William",Fire at the Grand Storehouse of the Tower of London,Watercolour,1841,1856,235,325,mm,763.75
97154,"Arbus, Diane",Naked Man Being a Woman N.Y.C. 1968,Photograph,1968,2009,362,368,mm,1332.16
52545,"Turner, Joseph Mallord William",Tree by the Water Edge,Watercolour,1820,1856,310,489,mm,1515.8999999999999
97290,"Mapplethorpe, Robert",Self Portrait,Photograph,1983,2009,476,375,mm,1785
14015,"Sutherland, Graham, OM","Devastation, 1940: A House on the Welsh Border",Watercolour,1940,1946,800,546,mm,4368
114539,"Mantz, Werner","Sinn-Department store, Gelsenkirchen 1928",Photograph,1928,2011,213,168,mm,357.84000000000003
1046,"Blake, William",Job and his Family,Line engraving,1828,1919,184,150,mm,276
97281,"Mapplethorpe, Robert",Leaf,Photograph,1989,2011,610,508,mm,3098.7999999999997
66663,"Sherman, Cindy",Untitled,Photograph,1976,2001,189.5,127,mm,240.66499999999996
97251,"Mapplethorpe, Robert",Alan Lynes,Photograph,1979,2009,341,341,mm,1162.8100000000002
108949,"Arnatt, Keith",Gardeners,Photograph,1978,2010,404,304,mm,1228.1599999999999
113745,"Model, Lisette","Woman in flowered dress, Promenade des Anglais, Riviera",Photograph,1934,2011,495,400,mm,1980
45238,"Turner, Joseph Mallord William",Study of Sky,Watercolour,1823,1856,103,167,mm,172.01
113746,"Model, Lisette","French gambler, Promenade des Anglais, Riviera",Photograph,1934,2011,495,400,mm,1980
35490,"Turner, Joseph Mallord William",A Bridge in a Mountain Pass,Watercolour,1807,1856,231,371,mm,857.0100000000001
52790,"Turner, Joseph Mallord William",Study of Sky,Watercolour,1820,1856,240,345,mm,828
44398,"Turner, Joseph Mallord William",Lecture Diagram 28: Perspective Method for a Cube (after Jacques Androuet du Cerceau),Watercolour,1810,1856,672,999,mm,6713.280000000001
95599,"Graham, Paul","Graffiti on Motorway Sign, Belfast",Photograph,1985,2008,680,880,mm,5984
95927,"Hatakeyama, Naoya",Lime Hills (Quarry Series) LH29216,Photograph,1990,2007,302,381,mm,1150.6200000000001
95806,"Mendieta, Ana","Untitled (Silueta Series, Mexico)",Photograph,1976,2011,255,203,mm,517.65
62491,"Turner, Joseph Mallord William",Folkestone Harbour,Watercolour,1845,1856,230,328,mm,754.4
26298,"Head, Tim",Industrial Hole 4,Photograph,1997,1998,468,604,mm,2826.72
120579,"Yamaguchi, Katsuhiro",Composition for APN,Photograph,1953,2012,165,164,mm,270.59999999999997
120302,"Turner, Joseph Mallord William",A Stroke of Watercolour,Watercolour,1807,NA,69,112,mm,77.28
23164,"Lewis, John Frederick",The Escorial,Watercolour,1833,1996,260,363,mm,943.8
46193,"Turner, Joseph Mallord William","River Scene, with Bridge in Middle Distance",Watercolour,1825,1856,113,187,mm,211.31
62261,"Turner, Joseph Mallord William","Waves, with Distant Castle",Watercolour,1844,1856,229,327,mm,748.83
97673,"Warhol, Andy",Self-Portrait with Hand to Cheek,Photograph,1977,2009,96,72,mm,69.12
20542,"Turner, Joseph Mallord William","Mount Moriah, engraved by E. Finden",Line engraving,1835,1992,96,132,mm,126.71999999999998
52750,"Turner, Joseph Mallord William",The Blue Sky: Castle on Rock,Watercolour,1820,1856,190,226,mm,429.40000000000003
113753,"Model, Lisette","Little man, Lower East Side, New York City",Photograph,1939,2011,495,400,mm,1980
117798,"Tompkins, Hayley",Architecture,Watercolour,2004,2012,438,320,mm,1401.6
41115,"Turner, Joseph Mallord William",Frontispiece to Volume One of The Provincial Antiquities and Picturesque Scenery of Scotland,Watercolour,1822,1856,241,178,mm,428.98
15260,"Turner, Joseph Mallord William","Margate, Kent",Line engraving,1832,1986,162,241,mm,390.42
52646,"Turner, Joseph Mallord William",?Hampton Court from the river,Watercolour,1820,1856,306,437,mm,1337.2200000000003
55017,"Turner, Joseph Mallord William","The Gipsy, for Rogers’s ‘Poems’",Watercolour,1830,1856,250,298,mm,745
43712,"Turner, Joseph Mallord William","The Basilica of Constantine from the Farnese Gardens on the Palatine Hill, Rome",Watercolour,1819,1856,234,369,mm,863.4599999999999
85229,"Tillmans, Wolfgang",untitled (La Gomera),Photograph,1997,2007,510,610,mm,3111
98268,"Long, Richard",A Line Made by Walking,Photograph,1967,2008,825,1125,mm,9281.25
59406,"Turner, Joseph Mallord William",Bozen and the Dolomites,Watercolour,1840,1856,196,282,mm,552.72
112708,"Komura, Kiyohiko",Two Abstract Forms,Photograph,1950,2011,238,238,mm,566.44
56214,"Turner, Joseph Mallord William","A Curtained Bed, with Figures ?Watching a Naked Woman",Watercolour,1834,1856,79,101,mm,79.79
47959,"Turner, Joseph Mallord William",Vessels in the Solent,Watercolour,1827,1856,112,192,mm,215.04
15308,"Turner, Joseph Mallord William",Marengo,Line engraving,1830,1986,259,142,mm,367.78
120516,"Hirata, Minoru","Collective Kumo’s Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970",Photograph,1970,2012,335,222,mm,743.6999999999999
22531,"Cozens, Alexander",A Blot: Landscape Composition,Watercolour,1770,1996,162,207,mm,335.34
116883,"Kiefer, Anselm",Heroic Symbols,Photograph,1969,2012,633,833,mm,5272.889999999999
12648,"Roberts, David",The Shrine of Edward the Confessor,Watercolour,1830,1905,321,460,mm,1476.6000000000001
19106,"Varley, John",Suburbs of an Ancient City,Watercolour,1808,1990,776,1020,mm,7915.2
108843,"Arnatt, Keith",A.O.N.B. (Area of Outstanding Natural Beauty),Photograph,1982,2010,275,357,mm,981.7500000000001
101156,"Zaatari, Akram","Anonymous. Madani’s parents’ home, the studio, Saida, Lebanon, 1948-53. Hashem el Madani",Photograph,2007,2008,190,289,mm,549.1
52767,"Turner, Joseph Mallord William",Gloucester Cathedral (‘Boston Stump’ or ‘The Hare’),Watercolour,1823,1856,230,300,mm,690
87248,"Dion, Mark","Mrs. E. N. Todter, Lepidoptery",Photograph,1998,2006,390,295,mm,1150.5
108754,"Arnatt, Keith",Miss Grace’s Lane,Photograph,1986,2010,254,202,mm,513.0799999999999
101283,"Cartier-Bresson, Henri",Interior with Marilyn Monroe,Photograph,1960,2010,235,355,mm,834.25
62979,"Turner, Joseph Mallord William","From the Church Terrace at Courmayeur, looking to Mont-Blanc",Watercolour,1836,1856,245,306,mm,749.7
1990,"Carlisle, George Howard, Ninth Earl of","View from the Front of St John Lateran, Rome",Watercolour,1870,1944,533,737,mm,3928.21
52580,"Turner, Joseph Mallord William",?Bedford and the River Great Ouse,Watercolour,1829,1856,325,562,mm,1826.5
101314,"Smith, W. Eugene",Guarda Civil,Photograph,1951,2010,340,420,mm,1428
63015,"Turner, Joseph Mallord William",A Lurid Sunset,Watercolour,1840,1856,225,282,mm,634.5
118221,"McCullin, Don","East German Guards Looking into West, Berlin",Photograph,1961,2012,370,345,mm,1276.5
93178,"Woodman, Francesca","Providence, Rhode Island, 1976",Photograph,1976,2009,143,144,mm,205.92000000000002
45509,"Turner, Joseph Mallord William",Dover,Watercolour,1825,1856,161,245,mm,394.45000000000005
28123,"Turner, Joseph Mallord William","Vessels off the Coast, with a Sunset Sky and Distant View of ?Holy Island",Watercolour,1798,1856,78,121,mm,94.38
101072,"Zaatari, Akram","Student of Aisha Om el Mo’minin School for Girls. School courtyard, Saida, Lebanon, 1948-49. Hashem el Madani",Photograph,2007,2008,150,228,mm,342
10398,"Müller, William James","Castle Ditch, Bristol",Watercolour,1831,1908,349,248,mm,865.52
12460,"Dayes, Edward",The Fall of the Rebel Angels,Watercolour,1798,1988,910,650,mm,5915
20495,"Turner, Joseph Mallord William","Buckfastleigh Abbey, engraved by R. Wallis",Line engraving,1827,1992,74,106,mm,78.44
23351,"Pars, William",A Roman Monument at Igel in the Dutchy of Luxemburgh,Watercolour,1770,1997,345,490,mm,1690.5
117239,"Takamatsu, Jiro",Photograph of Photograph,Photograph,1972,2013,183,233,mm,426.39000000000004
15128,"Turner, Joseph Mallord William","Merrick Abbey, Swaledale",Line engraving,1822,1986,193,275,mm,530.75
125426,"Wendt, Lionel",[title not known],Photograph,1933,2013,214,304,mm,650.56
62511,"Turner, Joseph Mallord William",Boats in Folkestone Harbour,Watercolour,1845,1856,230,328,mm,754.4
55022,"Turner, Joseph Mallord William","The Boy of Egremond, for Rogers’s ‘Poems’",Watercolour,1830,1856,238,306,mm,728.2800000000001
101229,"Bayer, Herbert",Self-Portrait,Photograph,1932,2010,340,240,mm,816
117984,"Makarius, Sameer",Shutter in a House of La Boca,Photograph,1956,2012,237,297,mm,703.89
59344,"Turner, Joseph Mallord William","Venice: The Giudecca Canal, Looking towards Santa Maria della Salute",Watercolour,1840,1856,222,321,mm,712.62
52665,"Turner, Joseph Mallord William",Blue Moonlight over Yellow Sands,Watercolour,1824,1856,268,377,mm,1010.3600000000001
115484,"Mikhailov, Boris",At Dusk,Photograph,1993,2011,116,274,mm,317.84
62986,"Turner, Joseph Mallord William","Lake, with Mountains",Watercolour,1830,1856,229,290,mm,664.0999999999999
62254,"Turner, Joseph Mallord William",Sunset,Watercolour,1844,1856,230,326,mm,749.8000000000001
97454,"Simon, Taryn","Transatlantic Sub-marine Cables Reaching Land VSNL International Avon, New Jersey",Photograph,2007,2009,650,839,mm,5453.5
52771,"Turner, Joseph Mallord William",St Michael’s Mount,Watercolour,1823,1856,241,303,mm,730.23
52476,"Turner, Joseph Mallord William",Tancarville: Colour Beginning,Watercolour,1839,1856,307,488,mm,1498.1599999999999
97135,"Arbus, Diane","Burlesque Comedienne in her Dressing Room, Atlantic City, N.J.",Photograph,1963,2009,370,373,mm,1380.1
107361,"Wojnarowicz, David",Untitled,Photograph,1988,2010,200,250,mm,500
101278,"Brandt, Bill",Nude,Photograph,1958,2010,115,95,mm,109.25
26679,"Turner, Joseph Mallord William",Die Cathedrale in Rouen,Line engraving,1830,1999,100,140,mm,140
60675,"Turner, Joseph Mallord William",Mont Pilatus: Sunset,Watercolour,1841,1856,229,293,mm,670.97
15315,"Turner, Joseph Mallord William",Venice,Line engraving,1830,1986,260,141,mm,366.59999999999997
44561,"Turner, Joseph Mallord William","Kilnsey Crag and Conistone, Upper Wharfedale",Watercolour,1816,1856,391,485,mm,1896.3500000000001
63308,"Turner, Joseph Mallord William","?Dunster Castle, Somerset",Watercolour,1834,1856,344,481,mm,1654.6399999999999
15200,"Turner, Joseph Mallord William","Entrance to Fowey Harbour, Cornwall",Line engraving,1829,1986,163,230,mm,374.90000000000003
101292,"Bo, Hou",Chairman Mao Zedong at Beidaihe Hebei Provence,Photograph,1954,2010,300,235,mm,705
44527,"Turner, Joseph Mallord William",Black Sky over Water; possibly the Eddystone Lighthouse,Watercolour,1825,1856,368,493,mm,1814.2399999999998
59378,"Turner, Joseph Mallord William","Venice: San Giorgio Maggiore at Sunset, from the Riva degli Schiavoni",Watercolour,1840,1856,244,306,mm,746.64
21211,"Sherman, Cindy",Untitled #99,Photograph,1982,1983,1158,760,mm,8800.8
15547,"Turner, Joseph Mallord William",Field of Waterloo,Line engraving,1834,1987,85,143,mm,121.55000000000001
101103,"Zaatari, Akram","Hayat Sanioura. Madani’s parents’ home, the studio, Saida, Lebanon, 1948-53. Hashem el Madani",Photograph,2007,2008,228,150,mm,342
20489,"Turner, Joseph Mallord William","The Garden, engraved by E. Goodall",Line engraving,1839,1992,100,91,mm,91
894,"Bell, Robert Anning",Music by the Water,Watercolour,1900,1909,387,540,mm,2089.8
52671,"Turner, Joseph Mallord William",?Gloucester Cathedral (‘Twilight at Sea’),Watercolour,1823,1856,185,301,mm,556.85
108853,"Arnatt, Keith",A.O.N.B. (Area of Outstanding Natural Beauty),Photograph,1982,2010,221,281,mm,621.0100000000001
52760,"Turner, Joseph Mallord William",Sand-Landing by Moonlight on the North Devon or Cornish Coast,Watercolour,1823,1856,149,242,mm,360.58
56138,"Turner, Joseph Mallord William",?A Dark Interior or Curtained Bed,Watercolour,1834,1856,77,101,mm,77.77
52820,"Turner, Joseph Mallord William","St Agatha’s Abbey, Easby, Yorkshire: Colour Study",Watercolour,1820,1856,395,504,mm,1990.8
59382,"Turner, Joseph Mallord William","Venice: San Giorgio Maggiore at Sunset, from the Hotel Europa",Watercolour,1840,1856,193,281,mm,542.33
125429,"Wendt, Lionel",[title not known],Photograph,1933,2013,380,305,mm,1159
63042,"Turner, Joseph Mallord William",Shipping,Watercolour,1830,1856,235,315,mm,740.25
5961,"Hennell, Thomas","Slipway, Reykjavik Harbour. August 12, 1943",Watercolour,1943,1946,479,635,mm,3041.65
1061,"Blake, William",The Fall of Satan,Line engraving,1825,1919,186,150,mm,279
56208,"Turner, Joseph Mallord William","A Curtained Bed, with a Stooping Man ?Looking at a Naked Woman",Watercolour,1834,1856,79,101,mm,79.79
15419,"Turner, Joseph Mallord William",Edinburgh from St Anthony’s Chapel,Line engraving,1834,1986,301,438,mm,1318.3799999999999
39831,"Turner, Joseph Mallord William",Study of Sky,Watercolour,1816,1856,125,247,mm,308.75
15046,"Turner, Joseph Mallord William","Corfe Castle, Dorsetshire",Line engraving,1814,1986,144,216,mm,311.04
101121,"Zaatari, Akram","Anonymous. Studio Shehrazade, Saida, Lebanon, 1970s. Hashem el Madani",Photograph,2007,2008,191,290,mm,553.9000000000001
10384,"Muirhead, David","The Palace, Linlithgow",Watercolour,1923,1924,283,397,mm,1123.5100000000002
101297,"Joyce, Paul","Photograph of Ansel Adams, Bill Brandt and Brassaï sitting in the Victoria and Albert Museum Garden",Photograph,1976,2010,200,255,mm,510
112870,"Eneroth, Joakim",Swedish Red - Comfortably Secure 39,Photograph,2007,2011,597,800,mm,4776
108846,"Arnatt, Keith",A.O.N.B. (Area of Outstanding Natural Beauty),Photograph,1982,2010,219,283,mm,619.77
55065,"Turner, Joseph Mallord William","?A Dark Interior with a Seated Figure, or a Wooded Landscape with a Figure Running",Watercolour,1834,1856,79,101,mm,79.79
71750,"Schwarzkogler, Rudolf",3rd Action,Photograph,1965,2003,600,500,mm,3000
78710,"Bellmer, Hans",The Doll,Photograph,1936,2004,238,240,mm,571.2
46074,"Turner, Joseph Mallord William",Thames Wharves,Watercolour,1825,1856,113,187,mm,211.31
2976,"Dadd, Richard",The Pilot Boat,Watercolour,1858,1930,283,451,mm,1276.3300000000002
12327,"Ravilious, Eric",The Greenhouse: Cyclamen and Tomatoes,Watercolour,1935,1943,470,597,mm,2805.9
114622,"Renger-Patzsch, Albert","Hamburg, Port Scene",Photograph,1929,2011,226,167,mm,377.42
15361,"Turner, Joseph Mallord William",Between Clairmont and Mauves,Line engraving,1833,1986,99,134,mm,132.66
97675,"Warhol, Andy",Self-Portrait in a Dark Suit and Plaid Shirt,Photograph,1981,2009,95,72,mm,68.4
10397,"Müller, William James",Gateway of Caernarvon Castle,Watercolour,1833,1908,368,267,mm,982.56
52668,"Turner, Joseph Mallord William",Crimson Sunset,Watercolour,1825,1856,243,340,mm,826.2
60739,"Turner, Joseph Mallord William",Town and Castle of Bellinzona,Watercolour,1841,1856,227,330,mm,749.1
126088,"Wendt, Lionel",[title not known],Photograph,1933,2013,334,254,mm,848.3599999999999
15084,"Turner, Joseph Mallord William","Hythe, Kent",Line engraving,1824,1986,151,233,mm,351.83
25173,British (?) School,[title not known],Watercolour,1833,1997,236,137,mm,323.32
85221,"Tillmans, Wolfgang",Kate sitting,Photograph,1996,2007,300,400,mm,1200
15106,"Turner, Joseph Mallord William","Bodiham Castle, Sussex",Line engraving,1817,1986,193,284,mm,548.12
231,"Douglas, Stan",Russian Orthodox Church at Stamps Place,Photograph,1998,2001,447,559,mm,2498.73
45991,"Turner, Joseph Mallord William",River Scene,Watercolour,1825,1856,114,188,mm,214.32000000000002
108929,"Arnatt, Keith",Gardeners,Photograph,1978,2010,404,304,mm,1228.1599999999999
15288,"Turner, Joseph Mallord William","Nantes, engraved by J.T. Willmore",Line engraving,1830,1986,87,130,mm,113.1
